Vest_ID,Age,Income,Balance,Contributions,Strategy
2046,32,117972.8,162035.04,0.07,0
2047,37,31891.31,615237.68,0.04,1
2048,56,109932.01,192444.43,0.06,0
2049,40,54246.05,591394.74,0.04,1
2050,63,127118.2,364727.15,0.01,0
2051,34,146185.47,313786.92,0.06,1
2052,33,96348.66,600087.87,0.1,2
2053,54,142649.3,991120.8,0.02,2
2054,64,60749,606790.57,0.07,0
2055,40,132171.75,696721.6,0.06,0
2056,57,102598.48,963521.88,0.03,1
2057,42,36456.27,290392.47,0.05,2
2058,62,75570.91,11618.38,0.06,1
2059,39,140107.79,31673.17,0.07,1
2060,37,124219.3,444083.85,0.02,0
2061,31,137516.31,470610.37,0.02,1
2062,55,88820.69,378323.95,0.04,1
2063,52,73340.98,662115.12,0.06,1
2064,49,30377.97,234712.52,0.09,1
2065,50,97618.06,234682.37,0.02,1
2066,33,66881.55,152959.83,0.02,0
2067,52,117664.34,138783.96,0.02,1
2068,33,98758.5,643775.24,0.09,1
2069,50,52329.7,992635.49,0.09,0
2070,58,66137.58,737757.9,0.09,2
2071,56,114045.77,213485.41,0.09,1
2072,32,105527.49,325190.48,0.08,2
2073,47,62265.34,505923.98,0.07,0
2074,53,93643.85,749600.99,0.09,1
2075,50,77612.35,933075.19,0.07,1
2076,58,118418.13,940446.9,0.02,0
2077,27,99724.36,314885.5,0.03,0
2078,60,120317.51,792223.12,0.04,0
2079,53,41357.62,471223.3,0.06,2
2080,39,55224.8,654215.42,0.06,2
2081,47,26880.68,466910.61,0.04,1
2082,28,73711.76,520858.2,0.09,1
2083,30,37727.02,509768.86,0.05,1
2084,36,108371.43,205103.1,0.05,2
2085,33,25072,665591,0.07,1
2086,40,41326.28,495849.45,0.05,2
2087,49,73683.6,513636.59,0.06,2
2088,57,79680.96,442502.25,0.08,1
2089,47,118365.13,758316.24,0.05,2
2090,41,100641.81,721730.11,0.08,1
2091,40,30215.31,863290.36,0.08,0
2092,59,78031.01,170393.68,0.05,1
2093,55,135221.09,402136.12,0.09,0
2094,44,62111.9,196059.61,0.07,1
2095,54,44580.36,312546.17,0.04,2
2096,26,59026.98,446031.56,0.05,2
2097,49,49344.33,576243.66,0.1,0
2098,45,96170.9,275188.75,0.07,0
2099,58,87834.45,147330.31,0.05,0
2100,54,77954.4,223982.74,0.1,0
2101,50,37370.27,173273.1,0.07,1
2102,37,126020.53,200475.98,0.04,0
2103,62,39705.95,17375.52,0.08,0
2104,59,38744.99,340987.98,0.09,2
2105,47,60768.27,624465.16,0.04,0
2106,49,138627.71,29873.99,0.04,0
2107,34,127259.28,649572.59,0.09,2
2108,41,48606.96,458447.43,0.04,1
2109,47,62726.42,449433.68,0.05,0
2110,62,101313.02,258571.08,0.08,1
2111,64,62535.06,527155.61,0.07,2
2112,54,58877.05,448931.76,0.02,0
2113,31,69433.65,307022.17,0.09,1
2114,43,27875.23,672733.36,0.05,1
2115,57,120891.83,952380.1,0.07,1
2116,46,75616.34,120284.04,0.05,0
2117,39,48468.82,45733.77,0.06,0
2118,39,109031.53,202561.72,0.07,1
2119,47,110983.57,696165.67,0.08,1
2120,36,97392.08,312496.88,0.07,1
2121,46,89645.54,157041.17,0.08,2
2122,41,129047.18,486846.98,0.07,0
2123,50,113897.98,866751.94,0.03,1
2124,26,89384.51,176267.14,0.04,0
2125,59,26150.66,963543.82,0.08,2
2126,48,34819.14,559520.76,0.03,0
2127,48,109875.19,778324.7,0.08,2
2128,40,136257.74,866039.93,0.05,0
2129,25,96344.68,19995.89,0.02,1
2130,49,57904.61,817011.92,0.07,1
2131,59,49303.14,169054.22,0.08,2
2132,39,40006.95,234308.17,0.06,1
2133,47,136458.74,715061.36,0.09,0
2134,31,128501.98,775939.88,0.04,1
2135,40,114769.35,24525.75,0.09,2
2136,53,84602.52,443226.16,0.06,0
2137,63,51829.8,512666.66,0.02,2
2138,58,143090.53,31900.88,0.03,1
2139,49,43067.29,975519.07,0.02,0
2140,51,96577.68,396456.86,0.04,2
2141,38,51259.15,908689.05,0.04,0
2142,39,45127.44,227889.86,0.03,2
2143,43,92851.52,953719.75,0.09,2
2144,41,33462.82,907543.63,0.09,0
2145,59,84101.62,457360.85,0.08,2
2146,39,75862.88,15596.14,0.07,2
2147,26,39335.5,205818.74,0.03,1
2148,47,80782.18,168316.46,0.08,0
2149,49,48540.87,351194.65,0.06,0
2150,45,118889.82,977378.75,0.04,0
2151,53,123779.17,135567.15,0.09,0
2152,60,45006.82,80668.47,0.01,0
2153,54,70781.52,28314.13,0.01,1
2154,43,138399.01,523096.32,0.09,0
2155,28,96074.03,548296.22,0.08,0
2156,33,135421.8,413886.84,0.05,0
2157,35,98970.41,813392.78,0.07,2
2158,43,85170.23,591496.14,0.05,1
2159,29,49504.69,48446.28,0.04,0
2160,49,147777.38,273541.2,0.09,2
2161,28,45173.29,250639.35,0.02,2
2162,58,38985.07,628411.85,0.03,1
2163,38,53371.31,994690.02,0.05,2
2164,38,117190.92,285197.97,0.1,1
2165,39,44966.61,753198.8,0.08,0
2166,26,125617.04,599187.93,0.01,0
2167,25,111299.6,702128.02,0.04,2
2168,52,134860.2,311877.94,0.03,2
2169,41,34781.43,799177.7,0.02,2
2170,58,43945.99,956067,0.08,0
2171,45,54126.93,834664.71,0.05,0
2172,60,44868.99,593368.78,0.06,0
2173,35,110657.84,913645.28,0.05,0
2174,49,145887.68,716433.05,0.1,2
2175,39,106285.18,540515.34,0.04,0
2176,59,147450.41,31902.83,0.1,0
2177,24,52159.24,292643.1,0.08,0
2178,34,78317.5,827235.79,0.08,1
2179,25,105524.93,805252.89,0.05,1
2180,63,41001.25,916120.14,0.02,2
2181,59,85761.21,562302.17,0.08,0
2182,35,42774.74,68070.83,0.04,1
2183,38,56158.78,119987.32,0.06,1
2184,51,68948.17,859888.43,0.07,1
2185,58,94046.17,281538.31,0.07,1
2186,26,113654.13,154986.17,0.09,2
2187,37,65374.07,618395.09,0.02,1
2188,53,35970.32,836167.39,0.08,1
2189,32,66761.43,153054.48,0.05,1
2190,31,68443.12,836806.64,0.06,0
2191,38,78663.04,777615.18,0.09,0
2192,51,59198.32,302944.04,0.06,1
2193,58,77753.31,512978.38,0.01,0
2194,29,146402.6,858760.95,0.07,2
2195,30,120126.24,741685.65,0.04,0
2196,52,64719.72,490422.06,0.08,0
2197,56,33644.57,851467.37,0.07,0
2198,47,148877.8,963246.86,0.02,2
2199,34,89579.17,239387.86,0.05,0
2200,58,85110.45,642185.76,0.04,0
2201,34,97701.38,307271.44,0.08,2
2202,52,37569.27,397172.59,0.02,0
2203,38,55249.42,743564.68,0.02,0
2204,51,111833.3,650796.82,0.01,0
2205,51,111858.86,981681.95,0.1,2
2206,51,149610.17,778941.54,0.03,0
2207,34,81956.58,874466.47,0.04,2
2208,31,58296.38,752852.51,0.09,0
2209,51,55852.19,669861.08,0.03,1
2210,54,129271.62,552969.66,0.01,0
2211,40,47661.64,860756.48,0.09,2
2212,62,139888.44,182628.88,0.09,0
2213,55,35669.59,621814.17,0.03,1
2214,46,113700.84,269074.23,0.03,0
2215,50,114242.43,306731.77,0.05,0
2216,30,113315.34,217890.53,0.09,2
2217,40,101248.43,311528.8,0.03,2
2218,46,87093.78,147088.9,0.05,0
2219,25,69703.87,671719.77,0.03,1
2220,46,99849.25,720699.88,0.07,1
2221,40,30133.59,172002.68,0.07,0
2222,45,39258,970382.99,0.09,1
2223,54,64619.69,823194.58,0.06,2
2224,34,82044.51,336068.74,0.09,1
2225,63,77201.97,647536.16,0.04,0
2226,61,48452.76,764540.36,0.09,1
2227,44,48638.57,603854.13,0.01,2
2228,38,110496.28,22339.43,0.04,0
2229,63,103873.7,813451.41,0.02,0
2230,43,62322.35,100231.59,0.03,2
2231,42,74882.65,192260.06,0.03,0
2232,39,46886.04,690974.92,0.09,1
2233,34,144524.61,677787.25,0.08,1
2234,37,99100.78,950910.01,0.09,1
2235,55,88396.78,542561.99,0.07,2
2236,47,33792.87,478183.4,0.03,0
2237,56,69955.4,316766.91,0.03,0
2238,26,76281.77,908095.41,0.08,2
2239,51,94599.39,136909.14,0.06,1
2240,42,26291.12,85188.61,0.05,0
2241,61,34171.44,641242.05,0.01,0
2242,55,144160.9,494836.7,0.07,0
2243,59,56322.9,27480.82,0.08,1
2244,24,56476.27,838836.36,0.05,0
2245,41,83517.89,264507.38,0.04,0
2246,32,67045.9,181402.39,0.07,0
2247,32,55129.82,151893.17,0.05,1
2248,28,76691.43,752961.16,0.07,1
2249,64,36249.32,634862.44,0.02,2
2250,62,70551.94,810001.5,0.05,2
2251,57,44448.62,925185.35,0.07,1
2252,44,26189.07,730777.93,0.08,1
2253,47,30339.31,544903.39,0.09,2
2254,47,33900.77,532205.02,0.06,1
2255,46,144259.84,757629.74,0.06,1
2256,38,124410.73,161004.73,0.04,1
2257,29,44069.37,71125.93,0.01,0
2258,54,26526.03,799729.32,0.08,0
2259,29,70416.31,73107.78,0.02,1
2260,53,141333.32,500850.72,0.03,1
2261,31,112598.31,832439.54,0.07,0
2262,35,58717.27,172578.37,0.02,1
2263,61,33575.35,235630.13,0.05,2
2264,55,122816.49,700744.05,0.03,2
2265,59,124111.29,782329.91,0.09,2
2266,44,26621.53,197138.85,0.02,2
2267,54,110869.08,439247.82,0.05,1
2268,25,90940.62,193176.27,0.02,0
2269,54,51695.38,872603.52,0.05,2
2270,27,61373.77,457685.56,0.02,0
2271,45,48667.92,888061.82,0.08,1
2272,31,49658.3,768699.52,0.1,2
2273,33,113015.94,275595.25,0.05,2
2274,25,145528.72,705143.05,0.06,0
2275,33,81178.84,325508.4,0.08,1
2276,57,95313.32,835549.38,0.06,2
2277,52,40466.72,359267.68,0.02,2
2278,58,137095.18,604984.88,0.04,2
2279,60,126381.84,283859.88,0.07,0
2280,38,65755.55,275949.43,0.04,0
2281,53,84637.09,116606.82,0.07,1
2282,34,28274.69,78384.47,0.06,2
2283,32,105540.19,448555.26,0.08,2
2284,56,51183.63,967918.84,0.06,0
2285,32,34930.55,835453.57,0.1,0
2286,52,60383.46,982263.82,0.08,2
2287,38,55853,637289.04,0.08,2
2288,58,80097.19,611795.94,0.08,1
2289,47,101494.01,983197.68,0.08,0
2290,25,131297.86,589320.05,0.05,0
2291,33,67329.1,522824.45,0.09,0
2292,28,59471.86,731995.85,0.03,2
2293,54,103304.86,381662.4,0.08,2
2294,48,47114.41,434200.98,0.06,1
2295,62,110707.07,867076.18,0.05,1
2296,27,58521.08,328089.47,0.03,0
2297,27,128932,224900.25,0.02,1
2298,36,113637.85,607283.55,0.08,0
2299,59,137204.51,740508.06,0.01,2
2300,33,30159.34,80879.46,0.09,0
2301,42,139924.86,428507.41,0.04,2
2302,42,120592.37,269723.95,0.02,0
2303,37,116856.3,687669.62,0.03,1
2304,41,146434.43,971023.01,0.07,1
2305,59,75518.96,121435.92,0.03,0
2306,37,60408.94,481936.02,0.06,0
2307,44,141830.25,296639.74,0.1,0
2308,50,109553.23,791009.82,0.07,0
2309,52,94598.95,878513.12,0.09,1
2310,24,54508.78,815553.07,0.07,0
2311,49,146801.06,17913.3,0.03,2
2312,33,79801.46,23495.62,0.05,1
2313,33,116237.2,270287.66,0.07,2
2314,48,36321.27,656802,0.08,2
2315,31,49812.98,768950.19,0.05,0
2316,42,76020.2,105349.84,0.01,2
2317,48,40266.98,107828.45,0.09,1
2318,54,62873.79,424070.84,0.05,0
2319,27,99259.7,183251.92,0.02,0
2320,33,82922.14,902495.13,0.07,0
2321,48,138210.52,916511.61,0.02,1
2322,64,104699.92,858010.48,0.07,0
2323,26,61010.47,602862.01,0.08,1
2324,30,55325.89,822332.14,0.04,0
2325,63,45323.68,27676.22,0.02,0
2326,35,76721.79,291261.88,0.02,1
2327,49,29938.67,260481.92,0.06,2
2328,44,98523.33,697653.91,0.03,1
2329,33,74251.77,189667.89,0.09,1
2330,44,82349.03,891366.81,0.07,1
2331,32,49888.06,209630.53,0.01,1
2332,27,77243.39,334546.72,0.03,0
2333,37,131489.88,870350.19,0.06,2
2334,32,26906.11,264920.96,0.07,2
2335,47,116540.4,48190.05,0.05,2
2336,47,103542.98,448510.81,0.05,0
2337,37,46768.92,317929.68,0.05,0
2338,57,145581.8,967892.52,0.09,2
2339,39,50231.16,801476.61,0.02,2
2340,61,49933.54,693027.57,0.04,1
2341,64,143506.03,51577.25,0.09,2
2342,29,142666.27,572340.49,0.04,2
2343,45,92878.99,710464.54,0.09,2
2344,35,134529.46,843970.68,0.04,2
2345,56,79508.71,641892.97,0.07,1
2346,44,25902.42,842449.47,0.01,2
2347,58,132496.61,64335.97,0.06,0
2348,60,93799.13,885293.56,0.03,1
2349,63,144069.23,168711.68,0.06,0
2350,57,55036.88,908855.42,0.06,1
2351,27,134788.24,970173.46,0.08,1
2352,56,43504.81,859729.68,0.04,1
2353,49,77057.81,922202.82,0.1,1
2354,50,119292.78,958020.6,0.07,0
2355,51,73742.83,606486.67,0.05,0
2356,26,102067.7,402210.26,0.04,1
2357,51,27059.19,61976.91,0.03,0
2358,39,86011.18,490355.36,0.01,1
2359,40,56211.04,661757.07,0.08,0
2360,34,126449.88,717731.54,0.06,2
2361,54,96708.73,365996.34,0.07,0
2362,58,147354.48,268915.49,0.1,1
2363,55,149123.42,25896.54,0.08,1
2364,32,29147.62,279425.38,0.03,2
2365,36,104156.01,320200.54,0.09,1
2366,44,100637.47,725096.61,0.07,2
2367,49,89723.42,458910.78,0.1,0
2368,57,145010.65,184639.72,0.02,0
2369,26,64002.31,928803.62,0.1,2
2370,34,84256.06,332824.71,0.06,1
2371,49,85935.19,301277.77,0.02,0
2372,60,147969.51,987973.56,0.07,0
2373,24,47695.21,451202.03,0.07,1
2374,52,104944.9,330991.51,0.03,1
2375,28,126482.92,919554.93,0.07,0
2376,42,43994.56,853053.61,0.07,1
2377,56,104837.56,571208.13,0.06,0
2378,53,57865.51,81023.41,0.02,2
2379,52,46537.79,193436.33,0.09,2
2380,38,74474.75,650381.46,0.04,2
2381,46,80632.19,610554.23,0.06,2
2382,43,82918.63,85212.06,0.04,0
2383,30,118302.22,703850.18,0.09,1
2384,42,144964.57,617401.46,0.08,2
2385,24,32757.91,879314.2,0.1,0
2386,40,47346.84,818168.73,0.08,1
2387,42,46867.49,970626.78,0.1,2
2388,28,85595.36,964631.45,0.08,0
2389,41,135518.34,475111.79,0.06,0
2390,26,103735.94,375209,0.01,0
2391,43,87133.26,681208.23,0.05,2
2392,42,93827.99,613061.65,0.08,0
2393,47,117014.85,298140.4,0.01,2
2394,35,46827.16,184186.07,0.06,0
2395,63,97431.87,391210.19,0.08,1
2396,24,62364.02,105566.3,0.02,2
2397,50,98046.15,546081.44,0.03,0
2398,49,136260.81,747775.86,0.07,0
2399,56,133298.57,338028.07,0.05,0
2400,44,123766.33,166813.03,0.06,0
2401,59,33340.76,910469.8,0.07,1
2402,49,103608.29,999046.58,0.05,2
2403,46,142034.9,475402.01,0.07,0
2404,60,110102.14,504577.26,0.01,2
2405,61,95213.53,344529.84,0.07,2
2406,64,149312.14,907063.57,0.06,0
2407,63,113286.07,21216.97,0.08,2
2408,41,79423.16,795103.56,0.05,0
2409,48,39504.09,241776.23,0.06,0
2410,25,43064.58,142093.93,0.07,1
2411,32,132383.8,480386.78,0.05,0
2412,50,121155.35,82570.38,0.06,2
2413,56,74635.06,862772.87,0.06,0
2414,24,140438.53,528126.85,0.09,2
2415,42,79394.57,317890.53,0.04,1
2416,57,143351.69,580130.26,0.03,2
2417,56,33238.22,946255.37,0.02,0
2418,49,69272.59,698446.14,0.06,2
2419,24,110644.05,912163.72,0.05,2
2420,63,98911.29,320571.9,0.08,1
2421,32,34058.91,328938.74,0.08,1
2422,26,45795.91,781051,0.08,1
2423,57,33553.42,886552.58,0.03,1
2424,60,39588.35,867616.5,0.05,0
2425,26,26550.8,71381.54,0.09,1
2426,64,102143.4,397361.87,0.05,0
2427,24,49912.67,940696.91,0.08,2
2428,63,110773.7,9770.23,0.06,1
2429,64,86312.96,716937.29,0.09,0
2430,26,147995.38,267144.42,0.07,2
2431,27,39724.01,501732.86,0.03,1
2432,59,144269.97,929807.84,0.08,2
2433,53,142828.48,489927.2,0.07,1
2434,27,37519.84,379505.27,0.08,0
2435,49,56412.58,32008.71,0.02,2
2436,41,25466.8,306933.31,0.09,2
2437,53,62997.51,999733.17,0.06,1
2438,50,145317.99,332919.66,0.06,2
2439,50,43780.41,26061.07,0.04,1
2440,32,118565.01,792837.4,0.03,0
2441,48,105976.68,682.27,0.07,0
2442,50,74726.58,620119.8,0.02,1
2443,26,103191.02,590312.33,0.03,0
2444,30,94792.69,517442.81,0.09,0
2445,26,36072.2,226351.63,0.02,0
2446,35,139759.21,805026.65,0.04,2
2447,43,50734.81,339354.61,0.03,1
2448,29,65467.49,563572.79,0.05,0
2449,41,85112.14,994636.54,0.07,1
2450,31,25576.45,645778.85,0.05,0
2451,59,108494.31,900665.43,0.04,2
2452,25,121035.66,63875.13,0.06,2
2453,27,70626.27,101992.42,0.03,0
2454,28,112074.07,474238.94,0.09,1
2455,31,42060.35,271548.38,0.06,0
2456,44,28287.26,248532.55,0.04,2
2457,44,53688.96,626876.59,0.03,0
2458,24,137914.68,622045.78,0.1,1
2459,62,82136.73,936381.19,0.1,0
2460,51,102582.66,784221.99,0.05,1
2461,51,107107.02,158899.63,0.02,0
2462,58,60360.57,901010.92,0.04,0
2463,34,104860.95,725726.76,0.04,2
2464,48,52730.88,372496.5,0.08,2
2465,58,55417.02,112776.75,0.07,2
2466,53,96575.93,215130.71,0.01,2
2467,47,146473.8,368400.44,0.03,0
2468,29,119895.53,769544.56,0.08,2
2469,30,79275.44,980384.07,0.07,0
2470,52,45759.42,616908.79,0.05,1
2471,54,89338.6,435603.49,0.03,1
2472,54,148244.5,730512.2,0.05,0
2473,39,116791.22,814934.31,0.01,1
2474,26,119383.05,60820.02,0.03,1
2475,54,137842.06,521460.44,0.08,2
2476,55,56261.94,630706.33,0.02,1
2477,64,65402.61,439602.79,0.03,1
2478,57,110097.95,711507.46,0.07,2
2479,24,148279.6,130096.9,0.04,0
2480,50,114598.54,538279.21,0.06,2
2481,50,31965.78,5165.68,0.09,2
2482,61,54694.06,687561.02,0.09,1
2483,43,31306.35,469210.36,0.07,2
2484,45,125496.06,637836.31,0.03,0
2485,47,56871.11,498442.31,0.07,1
2486,53,26335.15,39460.2,0.06,0
2487,35,110175.8,879895.59,0.02,0
2488,64,37601.78,711969.85,0.02,2
2489,33,84915.37,269438.47,0.05,0
2490,43,62795.45,248581.05,0.1,0
2491,63,88509.2,991975.34,0.07,0
2492,63,121516.69,338264.11,0.02,1
2493,35,107355.4,4795.56,0.05,0
2494,43,122349.4,195595.54,0.06,1
2495,30,140885.84,57512.82,0.05,0
2496,43,43944.71,321253.91,0.01,0
2497,38,149609.98,100919.01,0.05,0
2498,27,101279.13,574273.95,0.08,2
2499,59,134414.52,376505.97,0.07,0
2500,36,46787.89,529732.52,0.03,0
2501,45,76070.14,206122.09,0.04,1
2502,28,37574.15,733937.29,0.01,1
2503,61,101895.04,140085.54,0.02,2
2504,32,54527.91,37905.94,0.09,1
2505,40,64191.79,192868.49,0.06,2
2506,27,61240.38,445083.29,0.02,2
2507,61,50326.56,877268.83,0.02,2
2508,48,33614.13,17624.05,0.03,2
2509,37,112201.32,962622.57,0.08,0
2510,58,43031.56,119926.68,0.02,1
2511,45,86451.87,389973.01,0.02,1
2512,42,48297.43,392449.21,0.08,1
2513,47,116766.94,978827.74,0.06,2
2514,45,27233.86,648882.15,0.03,0
2515,57,141869.12,124167.3,0.08,1
2516,36,44148.99,697921.17,0.05,1
2517,47,100719.01,910765.6,0.06,0
2518,63,118217.6,355446.17,0.07,1
2519,63,92884.05,533835.48,0.04,1
2520,60,58833.43,746501.36,0.06,1
2521,33,89845.2,808369.51,0.1,0
2522,38,123965.27,549121.72,0.06,0
2523,29,66657.25,508399.53,0.04,0
2524,52,142975.81,433724.58,0.04,2
2525,35,147424.56,159000.06,0.07,1
2526,49,106884.92,469773.83,0.09,2
2527,37,33153.23,374746.97,0.06,2
2528,39,123952.73,938313.68,0.1,1
2529,57,46159.96,502310.27,0.06,2
2530,55,32303.57,192520.75,0.06,2
2531,32,29382.13,198276.35,0.06,0
2532,26,139040.51,167224.83,0.05,2
2533,26,37281.59,762203.29,0.05,2
2534,39,138032.56,631402.82,0.09,0
2535,39,125160.87,719180.46,0.06,2
2536,41,114364.28,36264.57,0.07,2
2537,29,116003.16,566742.06,0.03,0
2538,48,95933.82,92510.7,0.08,1
2539,25,78751.07,592053.85,0.02,1
2540,64,46095.64,536077.04,0.05,1
2541,52,101151.88,629262.94,0.09,1
2542,52,111921.29,349550.47,0.08,2
2543,58,85261.79,891774.41,0.04,0
2544,43,48997.45,850842.45,0.06,2
2545,25,32848.8,938347.29,0.03,2
2546,61,75043.43,919754.85,0.07,2
2547,63,30572.65,231376.61,0.03,1
2548,29,86610.26,968411.05,0.06,1
2549,64,57433.51,54751,0.07,0
2550,42,107785.36,749119.03,0.03,1
2551,37,53073.14,718918.16,0.09,0
2552,37,103643.53,76567.29,0.07,2
2553,51,31224.67,288656.89,0.09,1
2554,47,70321.27,768600.05,0.07,1
2555,58,96262.26,10392.47,0.04,2
2556,52,58012.65,850740,0.08,0
2557,27,114211.19,8867.27,0.09,1
2558,40,118772.06,778827.33,0.09,2
2559,59,138595.47,598445.77,0.01,1
2560,40,28803.01,895657.54,0.03,0
2561,64,115208.8,903961.21,0.06,2
2562,64,35823.73,765416.29,0.02,1
2563,64,91224.09,357771.61,0.08,0
2564,38,68941.96,845032.69,0.03,2
2565,25,137672.34,373456.01,0.07,2
2566,49,74140.01,245003.97,0.04,0
2567,46,95367.9,709725.26,0.07,1
2568,28,120789.55,298658.01,0.03,0
2569,46,114457.84,305017.39,0.03,0
2570,50,102665.49,406807.63,0.06,2
2571,42,26758.62,933223.45,0.05,1
2572,64,82132.44,964787.98,0.04,2
2573,44,58752.42,921941.35,0.04,2
2574,60,66210.9,424571.24,0.06,2
2575,31,148853.17,109746.79,0.06,2
2576,43,30814.64,586321.78,0.09,0
2577,52,26445.08,289499.34,0.03,0
2578,41,70638.6,410387.76,0.02,2
2579,52,76648.99,673096.56,0.1,0
2580,34,88294.54,364345.52,0.08,2
2581,25,111012.17,839431.11,0.01,2
2582,44,69784.22,489398.08,0.05,1
2583,64,68640.57,199882.36,0.06,2
2584,51,60699.39,164670.03,0.08,1
2585,49,54658.1,948998.74,0.09,0
2586,51,45037.33,188547.3,0.05,0
2587,33,133263.56,771815.32,0.03,1
2588,55,108419.92,84126.55,0.02,1
2589,49,121686.35,268363.97,0.04,2
2590,44,107816.5,331823.27,0.03,1
2591,53,54222.23,67194.31,0.07,1
2592,32,48264.24,712535.24,0.07,0
2593,56,102947.84,181605.64,0.06,1
2594,29,145471.4,925437.18,0.05,0
2595,38,120391.51,170854.13,0.02,2
2596,51,35099.69,445597.9,0.05,0
2597,34,124908.17,6636.67,0.08,0
2598,26,43329.92,73505.52,0.02,2
2599,27,133801.89,784903.54,0.06,2
2600,35,129297.61,393349.45,0.04,1
2601,53,115432.86,306733.78,0.06,0
2602,61,80283.63,661107.37,0.05,0
2603,25,57587.28,601731.89,0.04,2
2604,34,142740,479456.85,0.09,2
2605,28,148746.14,396107.57,0.07,0
2606,55,54628.78,120536.66,0.02,0
2607,59,49761.25,322320.34,0.07,0
2608,32,68895.18,473551.09,0.1,0
2609,29,104513.2,584477.61,0.1,1
2610,49,66191.14,131480.73,0.03,0
2611,57,115700.83,494061.49,0.05,0
2612,33,131416.83,411975.34,0.07,0
2613,47,93165.06,925292.33,0.09,2
2614,36,66038.23,830990.03,0.04,2
2615,54,26035.12,355154.29,0.02,1
2616,25,66113.61,714673.27,0.06,0
2617,35,84076.53,792483.91,0.09,1
2618,60,76306.23,701777.17,0.01,1
2619,46,113413.14,692135.64,0.06,0
2620,55,86502.75,788631.12,0.07,0
2621,43,144711.16,406715.79,0.1,2
2622,60,33451.47,134551.8,0.03,0
2623,35,56996.37,722765.97,0.04,1
2624,32,40571.43,265754.21,0.05,2
2625,43,43287.44,947261.53,0.03,1
2626,46,140990.11,135092.09,0.05,1
2627,29,146272.86,986933.16,0.06,0
2628,43,49152.62,852593.02,0.05,1
2629,55,77023.82,522421.3,0.09,0
2630,54,70079.34,302768.87,0.01,0
2631,28,123872.91,827143.94,0.02,2
2632,59,28800.88,989989.71,0.09,1
2633,49,118972.53,922179.65,0.03,0
2634,64,88757.12,536392.3,0.02,2
2635,49,137269.51,676301.8,0.03,2
2636,40,96481.65,142239.89,0.08,1
2637,41,142436.46,524353.81,0.01,0
2638,57,123156.16,317074.95,0.04,2
2639,58,81354.99,925541.14,0.05,0
2640,62,145443.03,85174.52,0.09,1
2641,47,77436.95,117893.24,0.03,2
2642,32,135945.96,279983.25,0.01,0
2643,28,28316.71,761455.59,0.03,2
2644,40,47920.05,403498.98,0.09,2
2645,43,101757.68,484568,0.07,0
2646,28,74930.93,145822.23,0.09,0
2647,39,29420.59,535261.47,0.02,2
2648,25,74091.9,897612.05,0.03,2
2649,48,131481.16,298523.78,0.02,0
2650,58,102413.29,349601.95,0.09,2
2651,47,105513.02,854526.58,0.05,1
2652,25,107516.62,973705.11,0.07,2
2653,25,53708.04,160021.75,0.04,2
2654,63,113479.74,419841.64,0.05,1
2655,30,130828.16,556929.8,0.05,0
2656,37,123055.05,407003.3,0.08,1
2657,53,76127.1,79030.39,0.01,0
2658,34,69616.87,675039.83,0.03,0
2659,29,121744.13,36563.73,0.04,0
2660,30,109395.44,192854.72,0.02,0
2661,28,109660.8,288725.51,0.06,2
2662,57,39898.39,902713,0.05,2
2663,25,75619.39,248681.96,0.05,1
2664,37,35556.03,763587.87,0.03,2
2665,33,60930.06,678934.71,0.09,0
2666,54,135630.33,702089.34,0.07,0
2667,31,90503.56,171936.94,0.02,0
2668,46,53130.31,701649.03,0.04,1
2669,56,106816.77,784534.06,0.04,1
2670,38,105227.14,446115.29,0.01,2
2671,56,73227.2,277872.08,0.02,2
2672,60,41335.24,573915.98,0.01,0
2673,57,129114.01,679481.67,0.07,2
2674,49,118551.31,107986.33,0.1,0
2675,48,53723.35,133009.91,0.01,1
2676,61,146412.7,521511.12,0.02,0
2677,42,46409.66,415279.75,0.07,1
2678,36,147233.85,744068.44,0.05,0
2679,24,93944.36,711505.46,0.06,1
2680,37,74145.8,266714.15,0.09,0
2681,58,84387.02,291567.62,0.08,2
2682,37,104187.08,326352.02,0.03,1
2683,41,126789.08,982084.53,0.04,1
2684,60,139367.5,610325.43,0.04,1
2685,51,37231.61,130216.7,0.04,1
2686,27,87681.89,829935.79,0.08,2
2687,61,81801.1,975022.58,0.07,1
2688,57,43717.07,864021.91,0.03,2
2689,47,105599.06,946559.64,0.08,2
2690,29,40217.09,54559.43,0.08,0
2691,58,117618.84,857427.32,0.03,2
2692,64,137188.07,116831.76,0.08,2
2693,29,131166.45,607750.03,0.07,1
2694,47,124852.81,844531.03,0.07,0
2695,55,134872.8,636240.6,0.02,0
2696,64,117498.25,161881.83,0.09,0
2697,58,91727.25,480909.57,0.08,0
2698,30,60774.89,811955.05,0.05,1
2699,57,69654.76,425703.32,0.03,2
2700,61,120163.5,188463.93,0.03,0
2701,43,65482.29,34593.6,0.07,0
2702,43,102208.5,493580.4,0.08,1
2703,28,40272.74,768208.83,0.04,2
2704,44,53639.9,102079,0.09,0
2705,31,82193.91,694091.24,0.04,0
2706,53,92479.04,8877.07,0.06,2
2707,54,102854.17,524087.42,0.05,0
2708,52,37395.32,343286.3,0.07,0
2709,29,25356.87,681199.69,0.06,2
2710,27,91305.05,932551.04,0.03,2
2711,56,148555.82,144832.35,0.06,1
